Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bkgdID
Macrophages	GO:0016055	Wnt signaling pathway	8/195	332/12574	0.14497899621422725	0.5754444521842899	0.525776861588125	Mark2/Pten/Nfkb1/Frat2/Limd1/Bcl7b/Rab5a/Psen1	8	Abl1/Abl2/Macf1/Apc/Xiap/Apoe/App/Arntl/Atp6v0c/Axin1/Bcl7b/Bmp2/Btrc/Aspm/Ctnnb1/Ctnnd1/Cav1/Ccnd1/Cd44/Cdh1/Cdh2/Cmah/Col1a1/Cpe/Csnk2a1/Csnk2a2/Csnk2b/Dab2/Dapk3/Ddb1/Ddit3/Ddx3x/Dvl1/Dvl2/Dvl3/Eda/Edn1/Ednra/Ednrb/Egfr/Egr1/Emd/Mark2/Epm2a/Ext1/Lgr5/Fgf10/Fgf2/Fgfr3/Frat1/Fzd1/Fzd3/Fzd4/Fzd5/Fzd6/Fzd7/Fzd8/Gata3/Gli1/Gli3/Gnaq/Gpc3/Gpc4/Grk5/Grb10/Tle5/Hdac2/Hhex/Hic1/Ilk/Invs/Itga3/Mdfic/Klf4/Kpna1/Lats1/Ldb1/Lef1/Lrp1/Lrp5/Lrp6/Smad3/Mbd2/Mdfi/Mdk/Mitf/Usp34/Myc/Nfkb1/Nlk/Notch1/Ctnnd2/Nxn/Enpp1/Cdk14/Pkd1/Pkd2/Ppm1a/Ppm1b/Psen1/Pten/Ptpru/Ptpro/Rac1/Rbpj/Rps12/Ruvbl2/Ryk/Sfrp2/Sema5a/Sfrp4/Siah2/Snai2/Smarca4/Sox13/Sox17/Sox4/Sox7/Sox9/Spin1/Src/Stk11/Sdc1/Tcf7/Tcf7l1/Tcf7l2/Tgfb1/Tgfb1i1/Thra/Tiam1/Tle1/Tle2/Tle3/Tle4/Tnfaip3/Tnks/Tpbg/Ctr9/Tsc2/Ube2b/Kdm6a/Uty/Wnt10a/Wnt10b/Wnt11/Wnt4/Wnt5a/Wnt6/Yap1/Amfr/Grem1/Pin1/Tlr2/Zeb2/Grk6/Mapk14/Cul3/Slc9a3r1/Brd7/G3bp1/Csnk1e/Peg12/Limd1/Ndrg2/Fbxw4/Lats2/Dkkl1/Dkk3/Prkn/Reck/Snx3/Paf1/Otud5/Ift20/Stk3/Arl6/Amotl2/Foxo1/Foxo3/Ruvbl1/Rnf138/Pfdn5/Gsk3b/Zbtb33/Fzd2/Stk4/Pias4/Med12/Dact1/Gprc5b/Vps35/Sostdc1/Sdhaf2/Tmem9/Klf15/Wdr61/Lrrk2/Rnf220/Gskip/Tmem88/Ctnnbip1/Nrarp/Ctdnep1/Frmd8/Calcoco1/Chd8/Plpp3/Mesd/Ccny/Bambi/Rnf146/Wls/Ift80/Ccdc88c/Cthrc1/Trpm4/Ubac2/Pygo2/Plekha4/Dab2ip/Mllt3/Fuz/Csnk1g3/Atp6ap2/Ubr5/Lrrfip2/Ptk7/Mad2l2/Sulf2/Zbed3/Amer2/Amer1/2210016L21Rik/Rspo3/Kremen2/Nfatc4/Hbp1/Ttc21b/Cby1/Nphp3/Cyld/Tnks2/Lmbr1l/Usp47/Amotl1/Senp2/Rtf1/Tax1bp3/Tbx18/Gid8/Daam2/Bcl9/Fam53b/Adgra2/Bcl9l/Wwox/Tbl1xr1/Bicc1/Kremen1/Usp8/Csnk1a1/Vangl2/Nkd1/Wwtr1/Tmem64/Csnk1g2/Fbxw11/Csnk1d/Prkaa1/Prickle1/Kank1/Lgr4/Rapgef1/Celsr3/Cela1/Prdm15/Tle6/Rac3/Rspo1/Rbms3/Rnf43/Daam1/Frat2/Scyl2/Sox30/Cdc73/Csnk1g1/Wnt9a/Nle1/Depdc1b/Fermt2/Shisa2/Ccar2/Lzts2/Mark1/Ccnyl1/Lrp4/Tmem131l/Pbxip1/Vgll4/Wnk1/Caprin2/Ppm1n/Lrrk1/Leo1/Ppp2r3a/Sulf1/Klhl12/Cpz/Tsku/Disc1/Strn/Jade1/Vcp/Rab5a/Tmem198/Mcc/Shisa3/Zfp703/Zranb1/Mks1/Tmem237/Znrf3/Otulin/Hdac1/Apcdd1/Gsk3a/Tmem170b/Dact3/Tnik/Rnf213/Tpbgl
Macrophages	GO:0032102	negative regulation of response to external stimulus	7/195	280/12574	0.14542107299064927	0.5754444521842899	0.525776861588125	Pten/Isg15/Nfkb1/Rora/Dusp1/Trafd1/Arrb2	7	Acp5/Adipoq/Ada/Adora2a/Adrb2/Angpt2/Aif1/Alox12/Alox5/Gfer/Anxa5/Atg5/Apoe/Arg2/Prdm1/Serping1/C1qbp/Cacnb3/Anxa2/Cask/Cd24a/Cd34/Cd44/Cd9/Cdh5/Socs3/Ccr1/Cnr2/Crk/Cst7/Ctla2a/Cx3cr1/Dpp4/Dvl1/Fcgr2b/Fem1a/Fgf2/Fgl2/Gata3/Usp15/Gja1/Gpx1/Lpcat3/Grin1/Grn/Gstp2/Gstp1/Foxf1/Hgf/Hmgcr/Ier3/Ifi204/Igf1/Igf2/Il10/Il2/Il2ra/Il4/Acod1/Itch/Klrd1/Ldlr/Lgals9/Sh2b3/Lyar/Smad3/Mdk/Mif/Cd200/Mvk/Nbl1/Neo1/Nfkb1/Nfkbil1/Notch1/Ccn3/Nrp1/Nrxn1/Pcbp2/Pdgfa/Pdgfb/Padi2/Prkcd/Serpine1/Plau/Plxna3/Cnot7/Ppard/Pparg/Ppm1b/Pros1/Psmb4/Pten/Ptger3/Ptger4/Dusp1/Ptpn2/Ptprs/Rb1/Rora/Rps19/Ryk/Ccl12/Ccl2/Cx3cl1/Serpinf1/Sema3c/Sema3f/Sema4a/Sema4b/Sema4c/Sema4d/Sema4f/Sema5a/Sema6a/Sema6b/Sema6c/Sema7a/St6gal1/Slc12a2/Sod1/Serpine2/Serpinb9/Spn/Trim21/Stat2/Tap1/Tap2/Tarbp2/Prdx2/Tfpi/Thbd/Thbs1/Tnf/Tnfaip3/Tnfaip6/Tnfrsf1a/Tnfrsf1b/Pglyrp1/Ufd1/Nr1h3/Wnt4/Wnt5a/Zfp36/Coro1b/Bace1/Banf1/Ets1/Grem1/Nt5e/Oas1g/Ceacam1/Mapkbp1/Psma1/Sema4g/Sh2d1b1/Aoah/Pbk/Mfhas1/Nucb2/Irf3/Mefv/Calcrl/Npff/Cxcl13/Samhd1/Htra1/Gps2/Dbn1/Mettl3/Adar/Socs5/Tspan6/Rabgef1/C1qtnf1/Stap1/Cd200r1/Mkks/Dusp10/Fndc4/Sirt2/Nmi/Ndfip1/Vps35/Nenf/Fam3a/Riok3/Mkrn2/Bbs2/C1qtnf12/Atg12/Rnf125/Chd8/Aph1c/Mul1/Rtn4/Tnfaip8l2/Cactin/Mmrn1/Dusp3/Uaca/Ubash3b/Irak3/Traf3ip1/Sec14l1/Slamf8/Clasp2/Clasp1/Gper1/Cers2/Dcst1/Dhx58/Siglece/Trem2/Dnaja3/Kremen1/Hamp/Cd96/Clec2d/Smpdl3b/Inpp5f/Cd276/Bbs4/Sharpin/Ffar4/Sema3d/Adtrp/Selenos/Abr/Gpr18/Bcr/Oas1c/Mmp28/Havcr2/Ash1l/Aph1b/Phldb2/Enpp3/Metrnl/Trib1/Il20rb/Rnf26/Ythdf2/Sema6d/Tspan8/Nlrp3/Arrb2/Git1/Nr1d1/Nploc4/Rin3/Sema3g/Ttll12/Ilrun/Tkfc/Ifi207/Ythdf3/Syt11/Trafd1/Xylt1/Cd109/Rtn4rl1/Gpatch3/Klre1/Siglecg/Oas3/Oas1a/Nod2/Klk8/Nlrc3/Abat/Lrig2/Nlrx1/C5ar2/Nr1d2/Otulin/Nlrc5/Parp14/Isg15/Ifi206
Macrophages	GO:0006979	response to oxidative stress	8/195	334/12574	0.14843249077852194	0.5754444521842899	0.525776861588125	Zfp622/Nfkb1/Wrn/Ppid/Gch1/Psen1/Hmox2/Rest	8	Abl1/Adipoq/Adam9/Parp1/Aif1/Akt1/Abcd1/Aldh2/Aldh3a2/Akr1b3/Alox5/Gfer/Prdx3/Prdx6/Apex1/Apod/Apoe/App/Aqp1/Rhob/Arnt/Arntl/Atf2/Atf4/Atox1/Atp2a2/Atp7a/Atrn/Bcl2/Bnip3/Camk2g/Capn1/Car3/Cat/Casp3/Casp6/Ctnnb1/Ccs/Cd36/Cd38/Cdkn2a/Cfl1/Chuk/Plk3/Coq7/Crk/Cryab/Cst3/Cyp11a1/Cyp1b1/Dhfr/Edn1/Ednra/Egfr/Eif2s1/Endog/Epas1/Stx2/Epor/Ercc1/Ercc2/Ercc3/Chchd2/Ezh2/Fer/Fos/Fxn/Fyn/Fzd1/G6pdx/Gab1/Gch1/Gclc/Gclm/Rack1/Lancl1/Gpx1/Gpx3/Gsr/Gstp1/Hba-a1/Hdac2/Hdac6/Hgf/Hif1a/Hmox1/Hmox2/Hsf1/Hsph1/Hspb1/Hyal1/Hyal2/Ide/Idh1/Il10/Il6/Impact/Itgam/Jak2/Jun/Kpna4/Lck/Lcn2/Lig1/Anxa1/Mcl1/Abcc1/Melk/Met/Mmp2/Mmp3/Mmp9/Mpo/Mpv17/Mapt/Mtf1/Myef2/Nfe2l1/Nfe2l2/Nfkb1/Ngfr/Nqo1/Nr4a3/Nos3/Slc11a2/Ddr2/Nr4a2/Ogg1/Sigmar1/P4hb/Prdx1/Pde8a/Pdgfrb/Pdk2/Prkca/Prkcd/Prkd1/Pld2/Pml/Ppp2cb/Prnp/Psap/Psen1/Psmb5/Ptgs1/Ptgs2/Ptk2b/Sirpa/Ptprk/Rad52/Rbpms/Rela/Rest/Ralbp1/Ripk1/Rnf7/Sin3a/Slc8a1/Sod1/Sod2/Sod3/Sp1/Sphk1/Src/Stat6/Stx4a/Tacr1/Prdx2/Tlr4/Tlr6/Tnfaip3/Trp53/Txn1/Ucp2/Wrn/Xbp1/Xpa/Xrcc1/Pcgf2/Fbln5/Mapk7/Prkra/Axl/Map2k1/Map3k5/Mapk1/Mapk13/Mapk3/Mapk8/Mapk9/Txnrd2/Slc7a11/Cln8/Aifm1/Rps3/Trpm2/Tor1a/Usp25/Txnrd1/Fbxw7/Keap1/Prkn/Scly/Rgs14/Ankzf1/Zfp622/Prdx4/Nono/Fut8/Prdx5/Rcan1/Ubqln1/Txnip/Net1/Pdcd10/Foxo1/Foxo3/Ripk3/Mgst1/Ankrd2/Park7/Stk25/Pnkp/Trp53inp1/Sirt2/Htra2/Tsc1/Arl6ip5/Aptx/Ndufa12/Rwdd1/Diablo/Thg1l/Brf2/Oser1/Lrrk2/Gskip/Etfdh/Romo1/Ndufa6/Gpx7/Pnpla8/Aldh3b1/Ppid/Trap1/Rnf146/Ndufb4/Pink1/Zfp580/Pycr2/Glrx2/Vkorc1l1/Gpx8/Dapk1/Pxdn/Fbxo7/Vrk2/Bag5/Stk26/Aifm2/Chd6/Sfpq/Pnpt1/Ercc8/Chchd4/1600014C10Rik/Prr5l/Uaca/Neil1/Als2/Lonp1/Atg7/Meak7/Atp13a2/Selenon/Sesn3/Ercc6l2/Msrb2/Srxn1/Hnrnpm/Mctp1/Lias/Selenok/Trem2/Glrx/Sirt1/Plekha1/Psip1/Etv5/Ppif/Prkaa1/Foxp1/Oxsr1/Ppp1r15b/Selenos/Msra/Grk2/Pawr/Cygb/Sesn1/Oxr1/Ppargc1b/Pycr1/Ncoa7/Fancd2/Hk3/Agap3/Nudt15/Stox1/Kdm6b/Stk24/Naprt/Tbc1d24/Ndufs8/Ermp1/Ndufs2/Mapkap1/Pdk1/Slc25a24/Zc3h12a/Sesn2/Cpeb2/Pyroxd1/Tmem161a/Adnp2/Zfp277/Ppia/Setx/Ercc6/Msrb3/Dgkk/Pjvk/Rrm2b/Gpx4
Macrophages	GO:0036294	cellular response to decreased oxygen levels	3/195	86/12574	0.14893594821263006	0.5754444521842899	0.525776861588125	Pten/Rora/Ogt	3	Adam8/Adrb2/Akt1/Aqp1/Atf2/Bach1/Bad/Bcl2/Bnip3/Bnip3l/Zfp36l1/Hyou1/Cd34/Plk3/Cr1l/Egr1/Eif4ebp1/Eno1/Epas1/Chchd2/Gata6/Gnb1/Hif1a/Hp1bp3/Ajuba/Kcnk3/Cited2/Commd1/Myc/Nfe2l2/Notch1/P4hb/Pgk1/Pick1/Prkce/Ppard/Pparg/Npepps/Pten/Rbpj/Rock2/Rora/Slc9a1/Suv39h1/Trp53/Twist1/Vegfa/Vhl/Vldlr/Map2k1/Tbl2/Acaa2/Ubqln1/Higd1a/Stub1/Mtor/Sirt2/Ireb2/Tsc1/Rgcc/Rwdd3/Sdhd/Cpeb4/Nop53/Ndnf/Rtn4/Fndc1/Pink1/Ddah1/Fam162a/Usp19/Pik3cb/Sirt1/Ogt/Tmbim6/Egln1/Egln2/Egln3/Stox1/Pdk1/Cpeb2/Pdk3/Vasn/Hif1an/Tigar/Eno1b
Macrophages	GO:0106027	neuron projection organization	3/195	86/12574	0.14893594821263006	0.5754444521842899	0.525776861588125	Pten/Abhd17b/Psen1	3	Abl2/Adam10/Abcd1/Apoe/App/Arc/Arf1/Camk2b/Cask/Cdc42/Cdk5/Cdk5r1/Cfl1/Cttn/Dbnl/Dctn1/Dlg4/Dvl1/Eef2k/Efna1/Ephb2/Fcgr2b/Fyn/Grin1/Hdac6/Igf1r/Insr/Itga3/Kif1a/Lrp8/Marcks/Afdn/Map1a/Myo5b/Ctnnd2/Pafah1b1/Pick1/Prnp/Lgmn/Psen1/Pten/Reln/Ube3a/Homer1/Abcd2/Xlr4b/Stau2/Caprin1/Dbn1/Pdlim5/Gsk3b/Shank3/Dip2a/Vps35/Actr2/Lrrk2/Tanc1/Mfn1/Bhlhb9/Prmt3/Dhx36/Wasl/Dnm1l/Actr3/Opa1/Ckap5/Tanc2/Mtmr2/Trem2/Dtnbp1/Dnm3/Baiap2/Mfn2/Dock10/Arhgap44/Sipa1l1/Abhd17b/Zmynd8/Caprin2/Atp1a3/Lzts3/Ppp1r9a/Ephb1/Abi2/Kalrn/Xlr3b
Macrophages	GO:0071466	cellular response to xenobiotic stimulus	3/195	87/12574	0.152605473316818	0.5754444521842899	0.525776861588125	Rora/Pde4b/Rest	3	Adipoq/Ahr/Ahrr/Aip/Aox1/Blm/Cbr1/Cd69/Crkl/Cryz/Cyp1b1/Cyp2f2/Cyp2j6/Dpep1/E2f1/Acsl1/Fmo1/Fmo5/Gas6/Gpld1/Grin1/Gsta4/Gstm1/Gstm2/Gstm4/Gstm5/Gstp2/Gstp1/Gstt1/Gsto1/Guk1/Il1b/Kcnq1/Mcm7/Mef2c/Myc/Ppp1r12a/Nfe2l2/Nos2/Pcna/Pde4a/Pde4b/Serpine1/Prnp/Rb1/Rest/Rora/Ccl4/Sult1a1/Tpmt/Tfrc/Uchl1/Akr1c13/Vkorc1/Cyp2d22/As3mt/Rbm22/Rnf149/N6amt1/Gsto2/Gstm7/Ppp1r14a/Ppm1f/Cyp2u1/Cyp2s1/Cyp2j9/Slamf8/Rap2a/Ugt1a6a/Mylk/Braf/Rap1a/Ehmt2/Acaa1a/Recql5/Slc18a2/Nudt15/Rap1b/Cyp2ab1/Cyp26b1/Fancb/Cyp2r1/Pon3/Nceh1/Aim2/Ugt1a7c/Akr1c12
Macrophages	GO:1901992	positive regulation of mitotic cell cycle phase transition	3/195	87/12574	0.152605473316818	0.5754444521842899	0.525776861588125	Mdm2/Brd4/Kmt2e	3	Adam17/Adamts1/Aif1/Akt1/Apex1/Birc5/App/Phb2/Ccnd1/Ccnd2/Ccnd3/Cdc25a/Cdc25b/Cdk1/Cdc7/Cdk4/Crebbp/Ddx3x/Egfr/Fgf10/Hspa2/Hyal1/Lmnb1/Anxa1/Mad1l1/Mdm2/Mecp2/Ddr2/Pbx1/Plcb1/Rad51b/Rb1/Rdx/Rrm1/Rrm2/Stil/Sin3a/Vps4b/Tgfb1/Wnt10b/Cul3/Dbf4/Larp7/Tmod3/Anapc4/Cdc23/Plrg1/Rab11a/Cpsf3/Anapc7/Brd4/Anapc5/Anapc11/Rgcc/Mad2l1bp/Fbxo5/Cdt1/Anp32b/Nsmce2/Ube2c/Kmt2e/Cdc16/Lsm11/Cul4b/Sass6/Rptor/Dtl/Ankrd17/Cul4a/Mtbp/Camk2d/Rcc2/Rad51c/Lsm10/Mta3/Eif4g1/Stox1/Cdc27/Ube2e2/Cenpj/Cenpe/Mepce/Ccnb1/Klhl18/Rpl17/Mblac1/Rrm2b
Macrophages	GO:0010332	response to gamma radiation	2/195	45/12574	0.1540319306964744	0.5754444521842899	0.525776861588125	Mdm2/Wrn	2	Apobec1/Atm/Bak1/Bax/Bcl2/Bcl2l1/Brca2/Cdkn1a/Cryab/Egr1/Elk1/Xrcc6/Gpx1/Hras/Hsf1/Mdm2/Men1/Myc/Pml/Pnp/Prkdc/Ptprc/Rnf4/Rpl26/Sod2/Trp53/Wrn/Xrcc5/Yap1/Tlk2/Chek2/Xrcc2/Map3k20/Gtf2h5/Tmem109/Kdm1a/Prkaa1/Xrcc4/Fancd2/Zmpste24/Dcun1d3/Atr/Lig4/Tigar/Ercc6
Macrophages	GO:0043030	regulation of macrophage activation	2/195	45/12574	0.1540319306964744	0.5754444521842899	0.525776861588125	Rora/Myo18a	2	Atm/Cd1d1/Cd84/Cebpa/Cst7/Ctsc/Grn/Hspd1/Il10/Il4/Il4ra/Jund/Lbp/Ldlr/Lgals9/Il1rl1/Mmp8/Cd200/Pla2g4a/Pparg/Rora/Cx3cl1/Sphk1/Thbs1/Tlr4/Tlr6/Nr1h3/Wnt5a/Mfhas1/Stap1/Lrrk2/Shpk/Il33/Ulbp1/Trem2/Gpr137b/Hamp/Kars/Havcr2/Nr1d1/Adgrf5/Pja2/Syt11/Tnip2/Myo18a
Macrophages	GO:0043647	inositol phosphate metabolic process	2/195	45/12574	0.1540319306964744	0.5754444521842899	0.525776861588125	Pten/Itpk1	2	Fgf2/Inpp1/Inpp5b/Inppl1/Lhcgr/Cd244a/P2ry1/Plcb1/Plcb3/Plcd1/Plcg1/Inpp5k/Ptafr/Pten/Ptk2b/Scp2/Synj2/Bpnt1/Ip6k1/Mtmr7/Impa1/Plek/Nudt3/Inpp5e/Ipmk/Nudt4/Ippk/Ip6k2/Gper1/Mtmr2/Synj1/Impa2/Inpp5j/Inpp5a/Itpk1/Ppip5k2/Itpkc/P2ry6/Inpp4b/Plcg2/Ip6k3/Grk3/Itpkb/Ocrl/Ppip5k1
Macrophages	GO:0007044	cell-substrate junction assembly	3/195	88/12574	0.15630359001283697	0.5754444521842899	0.525776861588125	Pten/Map4k4/Plec	3	Abl1/Macf1/Actg1/Acvrl1/Apod/Rhod/Arhgap6/Bcl2/Cfl1/Col17a1/Cttn/Dapk3/Dst/Efna5/Dmtn/Epha3/Ptk2/Fmn1/Fn1/Gpm6b/Itga2/Itga5/Itgav/Itgb1bp1/Itgb3/Ajuba/Kdr/Ldb1/Lrp1/Smad3/Mmp14/Nrp1/Enpp2/Pdpk1/Pip5k1a/Plec/Pten/Ptk2b/Ptpn11/Ptpra/Ptprj/Ptprk/Pxn/Rac1/Rock1/S100a10/Sorbs1/Src/Slk/Sdc4/Tek/Thy1/Tln1/Tns1/Vcl/Vegfa/Wnt4/Coro1c/Grem1/Map4k4/Iqgap1/Dlc1/Thsd1/Tsc1/Ppm1f/Camsap3/Dusp3/Clasp2/Clasp1/Ston1/Limch1/Dusp22/Col16a1/Rcc2/Actn1/Bcr/Lims1/Bcas3/Itgb4/Phldb2/Fermt2/Epb41l5/Lamc1/Tesk2/Coro2b/Peak1/Taok2/Whamm
Macrophages	GO:0007519	skeletal muscle tissue development	4/195	135/12574	0.15786221098528302	0.5754444521842899	0.525776861588125	Tsc22d3/Ppp3ca/Plec/Sap30	4	Chrna1/Acta1/Adrb2/Nr2f2/Rhoa/Arntl/Atf3/Bcl2/Smyd1/Klf5/Btg2/Cacna1s/Capn3/Ctnnb1/Cav1/Cav2/Cdk5/Cfl2/Cflar/Cops2/Ddx5/Dll1/Dmd/Egr1/Egr2/Eln/Emd/Foxn2/Flot1/Fos/Tsc22d3/Gpc1/Gpx1/Hdac5/Hdac6/Hlx/Hmg20b/Hmgcr/Nr4a1/Hoxd10/Hoxd9/Igf2/Hivep3/Maff/Mef2c/Mef2d/Meg3/Meox2/Met/Cited2/Mtm1/Myc/Myl6/Mylpf/Naca/Nf1/Nfatc3/Notch1/Nras/Pax5/Plec/Pmp22/Ppp3ca/Rb1/Ryr1/S100b/Shox2/Sin3b/Six1/Ski/Skil/Sox11/Tbx1/Tcf7l2/Tgfb1/Twist1/Wnt10b/Mapk14/Psma6/Homer1/Dysf/Zbtb18/Usp2/Vamp5/Nphs1/Rcan1/Nupr1/Ybx3/Srpk3/Ankrd2/Mbnl1/Med20/Bin3/Cdon/Sap30/Asb2/Snw1/Ddx17/Uqcc2/Akirin1/Gtf3c5/Zfp689/Usp19/Fbxo22/Rps6kb1/Ccnt2/Gpcpd1/Selenon/Nln/Bcl9/Hdac9/Bcl9l/Prkaa1/Foxp1/Foxp2/Ripor2/Hdac4/Spg11/Myl6b/Hlf/Lemd2/Svil/Klhl41/Mettl8/Cyp26b1/Lncpint/Stac3/Ephb1/Flnb/Smo/Ep300/Myorg/Nr1d2/Lemd3/Mettl21c
Macrophages	GO:0002679	respiratory burst involved in defense response	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Cybc1	1	Grn/Lbp/Mpo/Ncf1/Rps19/Prdx2/Dusp10/Slamf8/Selenok/Trem2/Cybc1
Macrophages	GO:0007190	activation of adenylate cyclase activity	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Adcy7	1	Adcy7/Adrb2/Drd1/Lgr5/Gnal/Lhcgr/Tshr/Vipr2/Adcy4/Adcy3/Raf1
Macrophages	GO:0010226	response to lithium ion	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Adcy7	1	Adcy7/Fabp4/Cdh1/Cdkn1b/Cebpa/Fas/Id2/Nfatc3/Pparg/Nfatc4/Gsk3a
Macrophages	GO:0010889	regulation of sequestering of triglyceride	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Osbpl8	1	Plin2/Cidea/Lpl/Pparg/Pnpla2/Plin3/Abhd5/Trem2/Osbpl11/Fitm2/Osbpl8
Macrophages	GO:0014048	regulation of glutamate secretion	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Nr3c1	1	Adora2a/Dpysl2/Nr3c1/Il1b/Il1rn/P2rx7/Stxbp1/Gabbr1/Dtnbp1/Kmo/Rab3gap1
Macrophages	GO:0030213	hyaluronan biosynthetic process	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Nfkb1	1	Ap2a1/Ccnd3/Has1/Has2/Hyal1/Il1b/Nfkb1/Pdgfb/Ptger4/Tgfb1/Cltc
Macrophages	GO:0042362	fat-soluble vitamin biosynthetic process	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Nfkb1	1	Cyp27b1/Gfi1/Nfkb1/Pltp/Snai2/Snai1/Tnf/Vkorc1/Ubiad1/Cyp27a1/Cyp2r1
Macrophages	GO:0042640	anagen	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Psen1	1	Akt1/Ctnnb1/Myo5a/Notch1/Ppard/Psen1/Psen2/Ptgs2/Wnt10b/Wnt5a/Mreg
Macrophages	GO:0042996	regulation of Golgi to plasma membrane protein transport	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Csk	1	Cln3/Csk/Rack1/Lypla1/Vamp4/Acsl3/Gopc/Pkdcc/Cnst/Lyplal1/Atp2c1
Macrophages	GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Emc7	1	Emc8/Emc6/Emc3/Emc2/Emc4/Emc10/Emc7/Emc9/Mmgt2/Emc1/Mmgt1
Macrophages	GO:0045793	positive regulation of cell size	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Ogt	1	Ahr/Atp7a/Rb1cc1/Cdk4/Edn1/Hsp90ab1/Ret/Akt3/Tmem123/Ogt/Rapgef3
Macrophages	GO:0046007	negative regulation of activated T cell proliferation	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Rc3h1	1	Casp3/Lilrb4a/Laptm5/Prkar1a/Prnp/Crtam/Pdcd1lg2/Cd274/Scrib/Rc3h1/Lrrc32
Macrophages	GO:0050961	detection of temperature stimulus involved in sensory perception	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Arrb2	1	Cxcr4/Nr2f6/Lxn/Ntrk1/Cxcl12/Tlr4/Tac4/Ano1/Pawr/Arrb2/Ephb1
Macrophages	GO:0050965	detection of temperature stimulus involved in sensory perception of pain	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Arrb2	1	Cxcr4/Nr2f6/Lxn/Ntrk1/Cxcl12/Tlr4/Tac4/Ano1/Pawr/Arrb2/Ephb1
Macrophages	GO:0060088	auditory receptor cell stereocilium organization	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Rest	1	Myo7a/Rest/Sod1/Slc9a3r1/Whrn/Tprn/Sec24b/Scrib/Triobp/Ripor2/Clic5
Macrophages	GO:0071236	cellular response to antibiotic	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Mdm2	1	Cdkn1b/Crip1/Ezh2/Hdac2/Mdm2/Mef2c/Pla2g4a/Scn3a/Trp53/Rpl23/Hdac8
Macrophages	GO:0071285	cellular response to lithium ion	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Adcy7	1	Adcy7/Fabp4/Cdh1/Cdkn1b/Cebpa/Fas/Id2/Nfatc3/Pparg/Nfatc4/Gsk3a
Macrophages	GO:0090161	Golgi ribbon formation	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Myo18a	1	Prmt5/Vamp4/Vti1a/Stx6/Golph3/Gcc2/Optn/Tmed5/Trip11/Stx16/Myo18a
Macrophages	GO:0097091	synaptic vesicle clustering	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Pten	1	Bcl2l1/Ctnnb1/Cdh2/Nrxn1/Pten/Rab3a/Syn2/Syn3/Nlgn2/Pcdh17/Picalm
Macrophages	GO:0097709	connective tissue replacement	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Ppp3ca	1	F2r/Hif1a/Il1a/Clec10a/Pparg/Ppp3ca/Rock1/Rock2/Timp1/Klf6/Abi3bp
Macrophages	GO:0098789	pre-mRNA cleavage required for polyadenylation	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Cpsf7	1	Cpsf2/Cpsf4/Fip1l1/Ncbp2/Nudt21/Tut1/Cstf2t/Cstf2/Cpsf7/Cpsf6/Ncbp1
Macrophages	GO:0140719	constitutive heterochromatin assembly	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Hat1	1	Ezh1/Ezh2/H3f3a/H3f3b/Hells/Sirt6/Rif1/Cenpv/Smchd1/Hat1/Dicer1
Macrophages	GO:1902950	regulation of dendritic spine maintenance	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Abhd17b	1	Apoe/App/Cfl1/Fcgr2b/Fyn/Grin1/Prnp/Homer1/Vps35/Abhd17b/Zmynd8
Macrophages	GO:2000311	regulation of AMPA receptor activity	1/195	11/12574	0.15801717030347984	0.5754444521842899	0.525776861588125	Mink1	1	Adrb2/Arc/Mef2c/Nrxn1/Reln/Mink1/Cacng4/Shank3/Cacng8/Nlgn2/Prrt1
